Wed Nov 28 19:14:18 2018
HotelID,ReviewID,Upload Status
72579,UR122490179,Success
72579,UR122478761,Success
72579,UR122337633,Success
72579,UR121396240,Success
72579,UR120804842,Success
72579,UR120646821,Success
72579,UR120499667,Success
72579,UR119773125,Success
72579,UR119638361,Success
72579,UR119597029,Success
72579,UR119408019,Success
72579,UR118603425,Success
72579,UR118420938,Success
72579,UR118112929,Success
72579,UR118032998,Success
72579,UR117117685,Success
72579,UR116963825,Success
72579,UR116778545,Success
72579,UR116586883,Success
72579,UR116361611,Success
72579,UR116264735,Success
72579,UR116084324,Success
72579,UR115866330,Success
72579,UR115662960,Success
72579,UR115056152,Success
72579,UR114587924,Success
72579,UR113743423,Success
72579,UR111196884,Success
72579,UR111022394,Success
72579,UR104912598,Success
72579,UR104545076,Success
72579,UR103781197,Success
72579,UR101169753,Success
72579,UR99202589,Success
72579,UR99192356,Success
72579,UR95135302,Success
72579,UR94101267,Success
72579,UR92031301,Success
72579,UR90358770,Success
72579,UR88960284,Success
72579,UR88790389,Success
72579,UR87415144,Success
72579,UR86461994,Success
72579,UR84638188,Success
72579,UR83943890,Success
72579,UR83203300,Success
72579,UR83019796,Success
72579,UR82368388,Success
72579,UR79932895,Success
72579,UR78969076,Success
72579,UR78597591,Success
72579,UR77699969,Success
72579,UR76438584,Success
72579,UR75920209,Success
72579,UR75332992,Success
72579,UR71160507,Success
72579,UR70421881,Success
72579,UR68478824,Success
72579,UR65298374,Success
72579,UR60828807,Success
72579,UR57993563,Success
72579,UR55434621,Success
72579,UR55428194,Success
72579,UR50867721,Success
72579,UR48653986,Success
72579,UR48370730,Success
72579,UR47891039,Success
72579,UR46064670,Success
72579,UR43311073,Success
72579,UR40232552,Success
72579,UR37852887,Success
72579,UR35714890,Success
72579,UR33513978,Success
72579,UR33409302,Success
72579,UR30746366,Success
72579,UR29107107,Success
72579,UR24544803,Success
72579,UR23346569,Success
72579,UR23282191,Success
72579,UR21323174,Success
72579,UR21282918,Success
72579,UR20206926,Success
72579,UR20174388,Success
72579,UR18654278,Success
72579,UR17653086,Success
72579,UR14649327,Success
72579,UR12204605,Success
72579,UR11081870,Success
72579,UR10821722,Success
72579,UR10429440,Success
72579,UR10057416,Success
72579,UR8109001,Success
72579,UR7725475,Success
72579,UR7492505,Success
72579,UR6766501,Success
72579,UR6563751,Success
72579,UR6174411,Success
72579,UR5934407,Success
72579,UR5911581,Success
72579,UR5342424,Success
72579,UR4619230,Success
72579,UR4467873,Success
72579,UR3811354,Success
72579,UR2878985,Success
72586,UR126512536,Success
72586,UR126417951,Success
72586,UR126041763,Success
72586,UR125620549,Success
72586,UR125459820,Success
72586,UR125008530,Success
72586,UR124965451,Success
72586,UR124830222,Success
72586,UR124219153,Success
72586,UR124035394,Success
72586,UR123857294,Success
72586,UR123329721,Success
72586,UR123273666,Success
72586,UR123263797,Success
72586,UR123187281,Success
72586,UR122935908,Success
72586,UR122486090,Success
72586,UR122480492,Success
72586,UR122263347,Success
72586,UR122188608,Success
72586,UR121805903,Success
72586,UR121573314,Success
72586,UR121438559,Success
72586,UR121366150,Success
72586,UR121057807,Success
72586,UR120724553,Success
72586,UR120554104,Success
72586,UR120307624,Success
72586,UR120091504,Success
72586,UR119980361,Success
72586,UR119199403,Success
72586,UR119198769,Success
72586,UR119013721,Success
72586,UR118910689,Success
72586,UR118906349,Success
72586,UR118822601,Success
72586,UR118513775,Success
72586,UR118461527,Success
72586,UR118269842,Success
72586,UR118249546,Success
72586,UR117376652,Success
72586,UR117039158,Success
72586,UR117009629,Success
72586,UR117009507,Success
72586,UR116262684,Success
72586,UR116023753,Success
72586,UR115920161,Success
72586,UR115558435,Success
72586,UR115108623,Success
72586,UR114814779,Success
72586,UR114710509,Success
72586,UR114661144,Success
72586,UR114616520,Success
72586,UR114447298,Success
72586,UR114253586,Success
72586,UR113846806,Success
72586,UR111019408,Success
72586,UR110762277,Success
72586,UR110401021,Success
72586,UR107155056,Success
72586,UR106415479,Success
72586,UR104559662,Success
72586,UR104136126,Success
72586,UR103813373,Success
72586,UR100377322,Success
72586,UR99566952,Success
72586,UR98004880,Success
72586,UR97517496,Success
72586,UR95847116,Success
72586,UR95440466,Success
72586,UR92147855,Success
72586,UR91416456,Success
72586,UR90347118,Success
72586,UR89347074,Success
72586,UR87625610,Success
72586,UR86445917,Success
72586,UR82878320,Success
72586,UR82654168,Success
72586,UR82653314,Success
72586,UR82095777,Success
72586,UR81331663,Success
72586,UR80457577,Success
72586,UR79609068,Success
72586,UR78894435,Success
72586,UR77906294,Success
72586,UR74232058,Success
72586,UR74205421,Success
72586,UR72802926,Success
72586,UR67217739,Success
72586,UR65021840,Success
72586,UR64344130,Success
72586,UR61845686,Success
72586,UR61620789,Success
72586,UR56946985,Success
72586,UR55509250,Success
72586,UR53906209,Success
72586,UR50742065,Success
72586,UR50731670,Success
72586,UR49582547,Success
72586,UR49023779,Success
72586,UR47191745,Success
72586,UR46201317,Success
72586,UR40834947,Success
72586,UR39952591,Success
72586,UR39357703,Success
72586,UR38710716,Success
72586,UR35795772,Success
72586,UR35679021,Success
72586,UR35299581,Success
72586,UR35199079,Success
72586,UR33986906,Success
72586,UR33589494,Success
72586,UR30249281,Success
72586,UR29019504,Success
72586,UR28970173,Success
72586,UR28899969,Success
72586,UR24619817,Success
72586,UR24437194,Success
72586,UR24424763,Success
72586,UR24253264,Success
72586,UR23256277,Success
72586,UR20892823,Success
72586,UR19091496,Success
72586,UR18709017,Success
72586,UR16907055,Success
72586,UR16892022,Success
72586,UR16889684,Success
72586,UR16624790,Success
72586,UR16035464,Success
72586,UR15876581,Success
72586,UR15604076,Success
72586,UR15042973,Success
72586,UR14769555,Success
72586,UR14349695,Success
72586,UR13764726,Success
72586,UR13665369,Success
72586,UR12658328,Success
72598,UR126944022,Success
72598,UR126602748,Success
72598,UR125764136,Success
72598,UR121926595,Success
72598,UR120507751,Success
72598,UR120345970,Success
72598,UR118550386,Success
72598,UR118072177,Success
72598,UR116270714,Success
72598,UR115875219,Success
72598,UR113755056,Success
72598,UR107977276,Success
72598,UR104070015,Success
72598,UR101978887,Success
72598,UR100558326,Success
72598,UR100500969,Success
72598,UR91641574,Success
72598,UR87200909,Success
72598,UR87084497,Success
72598,UR85637923,Success
72598,UR85173399,Success
72598,UR79715268,Success
72598,UR75060841,Success
72598,UR74847659,Success
72598,UR63781181,Success
72598,UR59783492,Success
72598,UR47205864,Success
72598,UR46341898,Success
72598,UR35882299,Success
72598,UR24226232,Success
72598,UR20212812,Success
72598,UR20146701,Success
72598,UR17652308,Success
72598,UR17067296,Success
72598,UR14215013,Success
72598,UR14023480,Success
73393,UR127157541,Success
73393,UR126934930,Success
73393,UR126748510,Success
73393,UR126198574,Success
73393,UR125063439,Success
73393,UR124822760,Success
73393,UR124649357,Success
73393,UR124538816,Success
73393,UR123939729,Success
73393,UR123793252,Success
73393,UR123520938,Success
73393,UR123125232,Success
73393,UR119879715,Success
73393,UR118713890,Success
73393,UR118283016,Success
73393,UR116716714,Success
73393,UR96813781,Success
73393,UR87100546,Success
73393,UR84659555,Success
73393,UR83270755,Success
73393,UR77741427,Success
73393,UR74983255,Success
73393,UR65541524,Success
73393,UR63671815,Success
73393,UR61902744,Success
73393,UR56191340,Success
73393,UR50068292,Success
73393,UR49441727,Success
73393,UR47190993,Success
73393,UR42295889,Success
73393,UR40047572,Success
73393,UR39962168,Success
73393,UR38213053,Success
73393,UR37253985,Success
73393,UR36185214,Success
73393,UR35271593,Success
73393,UR34775280,Success
73393,UR34549942,Success
73393,UR34147514,Success
73393,UR33378064,Success
73393,UR31115171,Success
73393,UR31056483,Success
73393,UR30946493,Success
73393,UR30444836,Success
73393,UR28498257,Success
73393,UR28005054,Success
73393,UR27248617,Success
73393,UR27209994,Success
73393,UR24677663,Success
73393,UR24474066,Success
73393,UR24315773,Success
73393,UR24178114,Success
73393,UR21852972,Success
73393,UR21821690,Success
73393,UR21748884,Success
73393,UR21672707,Success
73393,UR21305479,Success
73393,UR21183551,Success
73393,UR21085241,Success
73393,UR20807551,Success
73393,UR18186628,Success
73393,UR17170228,Success
73393,UR16968846,Success
73393,UR16629203,Success
73393,UR14400021,Success
73393,UR14240949,Success
73393,UR13963062,Success
73393,UR13893022,Success
73393,UR10797691,Success
73393,UR10352507,Success
73393,UR10111708,Success
73393,UR10057820,Success
73393,UR8457984,Success
73393,UR8268363,Success
73393,UR8263240,Success
73393,UR8262838,Success
73393,UR7390421,Success
73393,UR5929748,Success
73393,UR5791079,Success
73393,UR5772702,Success
73393,UR5610854,Success
73393,UR5597452,Success
73393,UR5444220,Success
73393,UR5068656,Success
73393,UR4235288,Success
73393,UR3797755,Success
73393,UR3745915,Success
73393,UR3662593,Success
73393,UR2947020,Success
73393,UR2859245,Success
73393,UR2831830,Success
73393,UR2797010,Success
73393,UR2587582,Success
73644,UR127524558,Success
73644,UR125464408,Success
73644,UR124602746,Success
73644,UR124318172,Success
73644,UR123514602,Success
73644,UR123279896,Success
73644,UR119231956,Success
73644,UR116482645,Success
73644,UR116138062,Success
73644,UR116001196,Success
73644,UR115870992,Success
73644,UR115859380,Success
73644,UR115630248,Success
73644,UR112566643,Success
73644,UR108175699,Success
73644,UR103347548,Success
73644,UR86989018,Success
73644,UR82188931,Success
73644,UR80470049,Success
73644,UR72631838,Success
73644,UR68875768,Success
73644,UR67261421,Success
73644,UR66882904,Success
73644,UR63018429,Success
73644,UR59597793,Success
73644,UR59184986,Success
73644,UR58176605,Success
73644,UR56837206,Success
73644,UR36896481,Success
73644,UR36353679,Success
73644,UR26135261,Success
73644,UR25225124,Success
73644,UR18926333,Success
73644,UR18685821,Success
73644,UR16489859,Success
73644,UR16478672,Success
73644,UR12310281,Success
73644,UR10510866,Success
73644,UR7404115,Success
73644,UR7403650,Success
73644,UR4391514,Success
73644,UR4315716,Success
73644,UR3932992,Success
73644,UR3680838,Success
73644,UR3336656,Success
73644,UR3223142,Success
73644,UR3215426,Success
73644,UR3215322,Success
73644,UR3013922,Success
73644,UR2585257,Success
73644,UR2457312,Success
73644,UR2450482,Success
73644,UR2450007,Success
73644,UR2446281,Success
73706,UR127839140,Success
73706,UR127769028,Success
73706,UR127060485,Success
73706,UR126762467,Success
73706,UR126700982,Success
73706,UR126520406,Success
73706,UR126193631,Success
73706,UR126100679,Success
73706,UR124863030,Success
73706,UR124535521,Success
73706,UR124044844,Success
73706,UR123234827,Success
73706,UR120211442,Success
73706,UR120140062,Success
73706,UR119956684,Success
73706,UR119794679,Success
73706,UR119049086,Success
73706,UR118702814,Success
73706,UR116352244,Success
73706,UR111116308,Success
73706,UR91698535,Success
73706,UR87632855,Success
73706,UR84893233,Success
73706,UR84147594,Success
73706,UR81000091,Success
73706,UR60055880,Success
73706,UR52573305,Success
73706,UR49338285,Success
73706,UR23039057,Success
73706,UR21785313,Success
73706,UR21212790,Success
73706,UR20888024,Success
73706,UR16257353,Success
73706,UR15149706,Success
73706,UR14421639,Success
73706,UR13546690,Success
73706,UR10028248,Success
73706,UR8740277,Success
73706,UR8703613,Success
73706,UR7597472,Success
73706,UR6616673,Success
73706,UR6597501,Success
73706,UR5725576,Success
73706,UR5353118,Success
73706,UR1260510,Success
73712,UR125697409,Success
73712,UR124896000,Success
73712,UR121901146,Success
73712,UR121828418,Success
73712,UR118131567,Success
73712,UR116946182,Success
73712,UR61038618,Success
73712,UR58385161,Success
73712,UR56182966,Success
73712,UR55017497,Success
73712,UR35254491,Success
73712,UR20547221,Success
73712,UR16682167,Success
73712,UR16342956,Success
73712,UR15367035,Success
73712,UR13809217,Success
73712,UR6622667,Success
73712,UR6043904,Success
73712,UR5769720,Success
73712,UR5768475,Success
73712,UR5459752,Success
73712,UR5368924,Success
73712,UR4072256,Success
73712,UR3944334,Success
73712,UR3431533,Success
73718,UR127013206,Success
73718,UR126005109,Success
73718,UR124750512,Success
73718,UR124460074,Success
73718,UR123851947,Success
73718,UR123845504,Success
73718,UR122980319,Success
73718,UR118831879,Success
73718,UR116481779,Success
73718,UR115991102,Success
73718,UR115377353,Success
73718,UR107523561,Success
73718,UR100439758,Success
73718,UR99114807,Success
73718,UR96189696,Success
73718,UR86151728,Success
73718,UR74956712,Success
73718,UR65021256,Success
73718,UR62085047,Success
73718,UR62031739,Success
73718,UR57185735,Success
73718,UR56478133,Success
73718,UR56461215,Success
73718,UR55332717,Success
73718,UR52395098,Success
73718,UR49210694,Success
73718,UR48951138,Success
73718,UR42528495,Success
73718,UR36493220,Success
73718,UR34418299,Success
73718,UR34403477,Success
73718,UR33942190,Success
73718,UR30259729,Success
73718,UR29075011,Success
73718,UR27545830,Success
73718,UR26404490,Success
73718,UR22395815,Success
73718,UR20755744,Success
73718,UR18743118,Success
73718,UR14766502,Success
73718,UR11283135,Success
73718,UR10068165,Success
73718,UR7227345,Success
73718,UR6705393,Success
73718,UR6134317,Success
73718,UR5295679,Success
73718,UR5021506,Success
73718,UR4615817,Success
73718,UR4250870,Success
73718,UR3654546,Success
73718,UR3589057,Success
73718,UR3549731,Success
73718,UR2943888,Success
73718,UR2592544,Success
73718,UR1218073,Success
73718,UR929830,Success
73718,UR398024,Success
73727,UR127494752,Success
73727,UR126322357,Success
73727,UR126189231,Success
73727,UR125078771,Success
73727,UR124024937,Success
73727,UR123814917,Success
73727,UR121134826,Success
73727,UR120194880,Success
73727,UR117867295,Success
73727,UR115907415,Success
73727,UR115737887,Success
73727,UR100190698,Success
73727,UR93271489,Success
73727,UR86877073,Success
73727,UR86211760,Success
73727,UR84785510,Success
73727,UR54909260,Success
73727,UR54430788,Success
73727,UR51359732,Success
73727,UR50715615,Success
73727,UR48541898,Success
73727,UR48465740,Success
73727,UR33027302,Success
73727,UR30973329,Success
73727,UR26172929,Success
73727,UR25589421,Success
73727,UR23963565,Success
73727,UR23211788,Success
73727,UR21900843,Success
73727,UR17917722,Success
73727,UR15333564,Success
73727,UR14132542,Success
73727,UR10609640,Success
73727,UR7667593,Success
73727,UR7429092,Success
73727,UR7010606,Success
73727,UR4587389,Success
73727,UR4365559,Success
73727,UR4143600,Success
73727,UR3697831,Success
73727,UR3338545,Success
73727,UR3282732,Success
73727,UR3265184,Success
73727,UR2772218,Success
73739,UR128006539,Success
73739,UR126609505,Success
73739,UR125519641,Success
73739,UR125268001,Success
73739,UR124679956,Success
73739,UR124327210,Success
73739,UR123884022,Success
73739,UR123530151,Success
73739,UR122277567,Success
73739,UR121862009,Success
73739,UR120957967,Success
73739,UR120850329,Success
73739,UR119722236,Success
73739,UR119499323,Success
73739,UR119498179,Success
73739,UR118578427,Success
73739,UR116216407,Success
73739,UR116174324,Success
73739,UR107744389,Success
73739,UR106131242,Success
73739,UR101653928,Success
73739,UR100748834,Success
73739,UR98833126,Success
73739,UR96449859,Success
73739,UR94393179,Success
73739,UR93049962,Success
73739,UR91908356,Success
73739,UR91353599,Success
73739,UR85569714,Success
73739,UR83169085,Success
73739,UR80021998,Success
73739,UR67755306,Success
73739,UR64541180,Success
73739,UR58379389,Success
73739,UR53937907,Success
73739,UR51307660,Success
73739,UR49047115,Success
73739,UR49001622,Success
73739,UR48815091,Success
73739,UR48211512,Success
73739,UR32419446,Success
73739,UR29336006,Success
73739,UR27831458,Success
73739,UR27307998,Success
73739,UR20125958,Success
73739,UR15623611,Success
73739,UR15321186,Success
73739,UR14692859,Success
73739,UR11052793,Success
73739,UR7546866,Success
73739,UR7330752,Success
73739,UR7165706,Success
73739,UR5926660,Success
73739,UR5230019,Success
73739,UR4966082,Success
73739,UR4954250,Success
73739,UR4216696,Success
73739,UR3539626,Success
73739,UR3335930,Success
73739,UR3317880,Success
73743,UR128280332,Success
73743,UR127152072,Success
73743,UR127140446,Success
73743,UR126663327,Success
73743,UR125261919,Success
73743,UR124416626,Success
73743,UR123304315,Success
73743,UR116211358,Success
73743,UR105702301,Success
73743,UR93327388,Success
73743,UR75707731,Success
73743,UR74840644,Success
73743,UR59074588,Success
73743,UR56069424,Success
73743,UR54407536,Success
73743,UR53419368,Success
73743,UR48457795,Success
73743,UR37040708,Success
73743,UR31831750,Success
73743,UR27603428,Success
73743,UR21960002,Success
73743,UR17378536,Success
73743,UR7616643,Success
73743,UR7280880,Success
73743,UR5929097,Success
73743,UR4827110,Success
73743,UR4743039,Success
73743,UR4522514,Success
73743,UR4368043,Success
73743,UR3321432,Success
73743,UR3194278,Success
73743,UR932916,Success
73751,UR128257555,Success
73751,UR128021335,Success
73751,UR127568231,Success
73751,UR126920572,Success
73751,UR126204961,Success
73751,UR125472257,Success
73751,UR124768930,Success
73751,UR124139958,Success
73751,UR120891083,Success
73751,UR117900744,Success
73751,UR117880892,Success
73751,UR100177328,Success
73751,UR49374764,Success
73751,UR7657116,Success
73751,UR7187131,Success
73751,UR6230986,Success
73751,UR4626175,Success
73751,UR4155669,Success
73751,UR2577341,Success
73757,UR128257446,Success
73757,UR128198095,Success
73757,UR128140277,Success
73757,UR127982776,Success
73757,UR127834970,Success
73757,UR127564603,Success
73757,UR127372335,Success
73757,UR127072982,Success
73757,UR126921853,Success
73757,UR126895100,Success
73757,UR126779202,Success
73757,UR126607710,Success
73757,UR126360266,Success
73757,UR126255774,Success
73757,UR126244936,Success
73757,UR126232507,Success
73757,UR126082155,Success
73757,UR126044024,Success
73757,UR126021493,Success
73757,UR126001494,Success
73757,UR125851101,Success
73757,UR125829670,Success
73757,UR125617708,Success
73757,UR125516577,Success
73757,UR125215415,Success
73757,UR124788380,Success
73757,UR124321383,Success
73757,UR124236802,Success
73757,UR124089732,Success
73757,UR124088714,Success
73757,UR124083488,Success
73757,UR124059866,Success
73757,UR123877591,Success
73757,UR123660421,Success
73757,UR123527209,Success
73757,UR122854349,Success
73760,UR127983912,Success
73760,UR127777437,Success
73760,UR127502554,Success
73760,UR126400888,Success
73760,UR126179824,Success
73760,UR126162089,Success
73760,UR126019175,Success
73760,UR125530930,Success
73760,UR123933964,Success
73760,UR123930764,Success
73760,UR123000013,Success
73760,UR122848939,Success
73760,UR120933486,Success
73760,UR119981444,Success
73760,UR119768704,Success
73760,UR119755968,Success
73760,UR118001757,Success
73760,UR117415184,Success
73760,UR116077753,Success
73760,UR115363261,Success
73760,UR114366332,Success
73760,UR113125717,Success
73760,UR111894156,Success
73760,UR107881281,Success
73760,UR92834316,Success
73760,UR92243779,Success
73760,UR86753057,Success
73760,UR70856832,Success
73760,UR62753173,Success
73760,UR62277908,Success
73760,UR60873569,Success
73760,UR60661407,Success
73760,UR54203368,Success
73760,UR52339854,Success
73760,UR52164520,Success
73760,UR51797640,Success
73760,UR48070028,Success
73760,UR41453636,Success
73760,UR33067374,Success
73768,UR126635779,Success
73768,UR125852337,Success
73768,UR117139960,Success
73768,UR105326825,Success
73768,UR94753989,Success
73768,UR92617031,Success
73768,UR34067611,Success
73768,UR26746264,Success
73768,UR16325315,Success
73768,UR14626834,Success
73768,UR14132273,Success
73768,UR13539641,Success
73768,UR7250361,Success
73768,UR7240048,Success
73768,UR7216011,Success
73768,UR7154068,Success
73768,UR6814438,Success
73768,UR6636016,Success
73768,UR5144948,Success
73768,UR4603751,Success
73768,UR3279519,Success
73768,UR2657461,Success
73768,UR1789221,Success
73768,UR1789184,Success
73773,UR124221046,Success
73773,UR118121104,Success
73773,UR58847382,Success
73773,UR38026073,Success
73773,UR8216205,Success
73773,UR4957415,Success
73773,UR4497345,Success
73782,UR522022148,Success
73782,UR640384475,Success
73782,UR963948212,Success
73782,UR512288484,Success
73787,UR128076159,Success
73787,UR127999841,Success
73787,UR127775001,Success
73787,UR127769678,Success
73787,UR127702918,Success
73787,UR127556581,Success
73787,UR127390166,Success
73787,UR127194343,Success
73787,UR126773998,Success
73787,UR126680896,Success
73787,UR126605855,Success
73787,UR126492888,Success
73787,UR126222428,Success
73787,UR126019237,Success
73787,UR125829098,Success
73787,UR125681256,Success
73787,UR125345924,Success
73787,UR125309757,Success
73787,UR125162585,Success
73787,UR124839997,Success
73787,UR124404001,Success
73787,UR124385059,Success
73787,UR124291015,Success
73787,UR124023831,Success
73787,UR123976017,Success
73787,UR123882674,Success
73787,UR123603376,Success
73787,UR123368950,Success
73787,UR123069200,Success
73787,UR123004621,Success
73787,UR122521519,Success
73787,UR122468969,Success
73787,UR121720802,Success
73787,UR121404594,Success
73787,UR120966924,Success
73787,UR120892853,Success
73787,UR120617029,Success
73787,UR120175859,Success
73787,UR119955446,Success
73787,UR119694993,Success
73787,UR119280774,Success
73787,UR118718774,Success
73787,UR118020260,Success
73787,UR117990505,Success
73787,UR117357669,Success
73787,UR117194191,Success
73787,UR116899684,Success
73787,UR116407240,Success
73787,UR116192952,Success
73787,UR105858058,Success
73792,UR128203164,Success
73792,UR127494915,Success
73792,UR127131197,Success
73792,UR126939020,Success
73792,UR126763117,Success
73792,UR126635158,Success
73792,UR126399260,Success
73792,UR126095934,Success
73792,UR125834993,Success
73792,UR125766947,Success
73792,UR125462753,Success
73792,UR125428748,Success
73792,UR125290281,Success
73792,UR125245616,Success
73792,UR125163949,Success
73792,UR125148961,Success
73792,UR124656130,Success
73792,UR124585896,Success
73792,UR124412642,Success
73792,UR123732818,Success
73792,UR122687937,Success
73792,UR122637301,Success
73792,UR122637255,Success
73792,UR122306965,Success
73792,UR121804261,Success
73792,UR121764908,Success
73792,UR121230594,Success
73792,UR120747357,Success
73792,UR120391976,Success
73792,UR119084683,Success
73792,UR118133794,Success
73792,UR117109249,Success
73792,UR116119319,Success
73792,UR116003136,Success
73792,UR115710381,Success
73792,UR115580365,Success
73792,UR115538331,Success
73792,UR115504273,Success
73792,UR115406876,Success
73792,UR114998240,Success
73792,UR111635655,Success
73792,UR108928095,Success
73792,UR104508372,Success
73792,UR102708870,Success
73792,UR101893378,Success
73792,UR101686426,Success
73792,UR101320902,Success
73792,UR100986840,Success
73792,UR100641419,Success
73792,UR97527603,Success
73792,UR97087977,Success
73792,UR94797696,Success
73792,UR88451112,Success
